name,value
test_mse,0.004049070179462433
test_spearman,0.5451257120812719
test_neg_mse,-0.004049070179462433
test_mae,0.04167715460062027
test_spearmanr,0.5451257120812719
test_r2,0.3666656954581591
best_val_score,-inf
