name,value
test_mse,0.002917635254561901
test_spearman,0.6468690134945632
test_neg_mse,-0.002917635254561901
test_mae,0.03782937675714493
test_spearmanr,0.6468690134945632
test_r2,0.5535361186797445
best_val_score,-inf
